Day of Week,Time,Precipitation,Visibility,Cloud Cover,Weather Type,Conditions,Traffic
Sunday,00:00:00,0.0,1.2,0.0,Mist,Clear,high
Sunday,01:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,02:00:00,0.0,0.6,0.0,"Mist, Fog",Clear,medium
Sunday,03:00:00,0.0,0.6,0.0,Mist,Clear,medium
Sunday,04:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,05:00:00,0.0,0.6,0.0,Fog,Clear,high
Sunday,06:00:00,0.0,0.0,100.0,Fog,Overcast,high
Sunday,07:00:00,0.0,0.0,100.0,Fog,Overcast,medium
Sunday,08:00:00,0.0,0.9,15.3,"Fog, Smoke Or Haze",Clear,high
Sunday,09:00:00,0.0,0.6,0.0,Fog,Clear,high
Sunday,10:00:00,0.0,1.2,0.0,Mist,Clear,low
Sunday,11:00:00,0.0,2.1,0.0,Smoke Or Haze,Clear,medium
Sunday,12:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Sunday,13:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Sunday,14:00:00,0.0,1.5,0.0,Smoke Or Haze,Clear,medium
Sunday,15:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Sunday,16:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Sunday,17:00:00,0.0,1.5,0.0,Smoke Or Haze,Clear,medium
Sunday,18:00:00,0.0,1.9,0.0,Mist,Clear,high
Sunday,19:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,20:00:00,0.0,1.3,0.0,"Mist, Smoke Or Haze",Clear,low
Sunday,21:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,22:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,23:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,high
Monday,00:00:00,0.0,1.2,0.0,Mist,Clear,medium
Monday,01:00:00,0.0,1.2,0.0,Mist,Clear,medium
Monday,02:00:00,0.0,1.2,0.0,"Mist, Smoke Or Haze",Clear,low
Monday,03:00:00,0.0,0.6,0.0,Mist,Clear,high
Monday,04:00:00,0.0,0.6,0.0,Mist,Clear,high
Monday,05:00:00,0.0,1.1,0.0,Mist,Clear,medium
Monday,06:00:00,0.0,0.6,0.0,Mist,Clear,high
Monday,07:00:00,0.0,0.6,0.0,Mist,Clear,medium
Monday,08:00:00,0.0,1.1,0.0,"Mist, Fog, Smoke Or Haze",Clear,medium
Monday,09:00:00,0.0,1.2,0.0,Mist,Clear,medium
Monday,10:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,medium
Monday,11:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Monday,12:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Monday,13:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Monday,14:00:00,0.0,2.3,8.0,Smoke Or Haze,Clear,low
Monday,15:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Monday,16:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Monday,17:00:00,0.0,2.2,0.0,Smoke Or Haze,Clear,low
Monday,18:00:00,0.0,1.2,0.0,Mist,Clear,high
Monday,19:00:00,0.0,1.2,0.0,Mist,Clear,high
Monday,20:00:00,0.0,2.1,0.0,Mist,Clear,high
Monday,21:00:00,0.0,1.2,0.0,Mist,Clear,low
Monday,22:00:00,0.0,1.2,0.0,Mist,Clear,low
Monday,23:00:00,0.0,1.2,0.0,"Mist, Smoke Or Haze",Clear,high
Tuesday,00:00:00,0.0,1.2,0.0,Mist,Clear,medium
Tuesday,01:00:00,0.0,1.2,0.0,Mist,Clear,low
Tuesday,02:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,low
Tuesday,03:00:00,0.0,0.6,0.0,Mist,Clear,low
Tuesday,04:00:00,0.0,1.2,0.0,Mist,Clear,low
Tuesday,05:00:00,0.0,1.2,0.0,"Mist, Smoke Or Haze",Clear,low
Tuesday,06:00:00,0.0,0.6,0.0,Mist,Clear,medium
Tuesday,07:00:00,0.0,0.6,37.3,Mist,Partially cloudy,medium
Tuesday,08:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,medium
Tuesday,09:00:00,0.0,1.2,0.0,Mist,Clear,medium
Tuesday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Tuesday,11:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,high
Tuesday,12:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Tuesday,13:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,high
Tuesday,14:00:00,0.0,2.3,28.9,Smoke Or Haze,Partially cloudy,medium
Tuesday,15:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,high
Tuesday,16:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,medium
Tuesday,17:00:00,0.0,2.3,35.6,Smoke Or Haze,Partially cloudy,medium
Tuesday,18:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,low
Tuesday,19:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,low
Tuesday,20:00:00,0.0,2.3,8.4,"Mist, Smoke Or Haze",Clear,low
Tuesday,21:00:00,0.0,1.2,0.0,Mist,Clear,high
Tuesday,22:00:00,0.0,1.2,0.0,Mist,Clear,medium
Tuesday,23:00:00,0.0,2.1,8.4,"Mist, Smoke Or Haze",Clear,high
Wednesday,00:00:00,0.0,1.9,27.5,Mist,Partially cloudy,low
Wednesday,01:00:00,0.0,1.2,27.5,Mist,Partially cloudy,high
Wednesday,02:00:00,0.0,2.1,0.0,Smoke Or Haze,Clear,low
Wednesday,03:00:00,0.0,1.9,0.0,Mist,Clear,low
Wednesday,04:00:00,0.0,1.2,0.0,Mist,Clear,low
Wednesday,05:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,high
Wednesday,06:00:00,0.0,1.2,0.0,Mist,Clear,high
Wednesday,07:00:00,0.0,1.2,0.0,Mist,Clear,low
Wednesday,08:00:00,0.0,2.2,0.0,Smoke Or Haze,Clear,high
Wednesday,09:00:00,0.0,1.2,0.0,Mist,Clear,high
Wednesday,10:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,low
Wednesday,11:00:00,0.0,2.1,0.0,Smoke Or Haze,Clear,low
Wednesday,12:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Wednesday,13:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Wednesday,14:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Wednesday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Wednesday,16:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Wednesday,17:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,high
Wednesday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Wednesday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Wednesday,20:00:00,0.0,2.1,0.0,Smoke Or Haze,Clear,medium
Wednesday,21:00:00,0.0,1.2,0.0,Mist,Clear,high
Wednesday,22:00:00,0.0,1.2,0.0,Mist,Clear,medium
Wednesday,23:00:00,0.0,2.1,0.0,Smoke Or Haze,Clear,medium
Thursday,00:00:00,0.0,1.2,0.0,Mist,Clear,low
Thursday,01:00:00,0.0,1.2,0.0,Mist,Clear,medium
Thursday,02:00:00,0.0,1.2,0.0,"Mist, Smoke Or Haze",Clear,low
Thursday,03:00:00,0.0,1.2,0.0,Mist,Clear,medium
Thursday,04:00:00,0.0,1.2,0.0,Mist,Clear,high
Thursday,05:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,medium
Thursday,06:00:00,0.0,0.6,0.0,Mist,Clear,high
Thursday,07:00:00,0.0,0.6,0.0,Mist,Clear,low
Thursday,08:00:00,0.0,2.2,0.0,Smoke Or Haze,Clear,low
Thursday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Thursday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Thursday,11:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Thursday,12:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,high
Thursday,13:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,high
Thursday,14:00:00,0.0,2.7,0.0,Smoke Or Haze,Clear,medium
Thursday,15:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,high
Thursday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Thursday,17:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Thursday,18:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Thursday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Thursday,20:00:00,0.0,2.2,0.0,Smoke Or Haze,Clear,high
Thursday,21:00:00,0.0,1.9,0.0,Mist,Clear,high
Thursday,22:00:00,0.0,1.9,0.0,Mist,Clear,medium
Thursday,23:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,low
Friday,00:00:00,0.0,1.2,0.0,Mist,Clear,medium
Friday,01:00:00,0.0,1.2,0.0,Mist,Clear,low
Friday,02:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,high
Friday,03:00:00,0.0,1.2,0.0,Mist,Clear,medium
Friday,04:00:00,0.0,1.2,0.0,Mist,Clear,high
Friday,05:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,medium
Friday,06:00:00,0.0,0.6,0.0,Mist,Clear,high
Friday,07:00:00,0.0,0.6,0.0,Mist,Clear,low
Friday,08:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,high
Friday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Friday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Friday,11:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,12:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,13:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,low
Friday,14:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Friday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Friday,17:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,medium
Friday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Friday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Friday,20:00:00,0.0,2.1,0.0,Smoke Or Haze,Clear,low
Friday,21:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,low
Friday,22:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,medium
Friday,23:00:00,0.0,2.1,0.0,Smoke Or Haze,Clear,medium
Saturday,00:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,medium
Saturday,01:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,medium
Saturday,02:00:00,0.0,2.1,0.0,Smoke Or Haze,Clear,medium
Saturday,03:00:00,0.0,1.2,0.0,Mist,Clear,low
Saturday,04:00:00,0.0,1.2,0.0,Mist,Clear,medium
Saturday,05:00:00,0.0,1.2,0.0,"Mist, Smoke Or Haze",Clear,low
Saturday,06:00:00,0.0,0.0,0.0,Fog,Clear,medium
Saturday,07:00:00,0.0,0.0,100.0,Fog,Overcast,medium
Saturday,08:00:00,0.0,1.9,0.0,"Mist, Smoke Or Haze",Clear,low
Saturday,09:00:00,0.0,1.2,0.0,Mist,Clear,medium
Saturday,10:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,low
Saturday,11:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,high
Saturday,12:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Saturday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Saturday,14:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Saturday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Saturday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Saturday,17:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Saturday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Saturday,20:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Saturday,21:00:00,0.0,1.2,0.0,Mist,Clear,high
Saturday,22:00:00,0.0,1.2,0.0,Mist,Clear,low
Saturday,23:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,low
Sunday,00:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,01:00:00,0.0,1.2,0.0,Mist,Clear,low
Sunday,02:00:00,0.0,1.2,0.0,"Mist, Smoke Or Haze",Clear,high
Sunday,03:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,04:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,05:00:00,0.0,1.2,0.0,Mist,Clear,low
Sunday,06:00:00,0.0,1.2,0.0,Mist,Clear,high
Sunday,07:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,08:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,low
Sunday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Sunday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Sunday,11:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Sunday,12:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Sunday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Sunday,14:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,medium
Sunday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Sunday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Sunday,17:00:00,0.0,2.3,0.5,Smoke Or Haze,Clear,medium
Sunday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Sunday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Sunday,20:00:00,0.0,2.2,0.0,Smoke Or Haze,Clear,low
Sunday,21:00:00,0.0,1.2,0.0,Mist,Clear,high
Sunday,22:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,23:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,medium
Monday,00:00:00,0.0,1.2,0.0,Mist,Clear,low
Monday,01:00:00,0.0,1.2,0.0,Mist,Clear,medium
Monday,02:00:00,0.0,1.2,0.0,"Mist, Smoke Or Haze",Clear,medium
Monday,03:00:00,0.0,1.2,0.0,Mist,Clear,high
Monday,04:00:00,0.0,1.2,0.0,Mist,Clear,low
Monday,05:00:00,0.0,1.2,0.0,"Mist, Smoke Or Haze",Clear,medium
Monday,06:00:00,0.0,0.6,0.0,Mist,Clear,medium
Monday,07:00:00,0.0,0.6,0.0,Mist,Clear,high
Monday,08:00:00,0.0,1.3,0.0,"Mist, Smoke Or Haze",Clear,medium
Monday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Monday,10:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Monday,11:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Monday,12:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,medium
Monday,13:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,high
Monday,14:00:00,0.0,2.7,0.0,Smoke Or Haze,Clear,low
Monday,15:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,medium
Monday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Monday,17:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Monday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Monday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Monday,20:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,medium
Monday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Monday,22:00:00,0.0,1.2,0.0,Mist,Clear,medium
Monday,23:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,high
Tuesday,00:00:00,0.0,1.2,0.0,Mist,Clear,medium
Tuesday,01:00:00,0.0,1.2,0.0,Mist,Clear,low
Tuesday,02:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,low
Tuesday,03:00:00,0.0,1.2,0.0,Mist,Clear,medium
Tuesday,04:00:00,0.0,1.2,0.0,Mist,Clear,low
Tuesday,05:00:00,0.0,1.2,0.0,"Mist, Smoke Or Haze",Clear,low
Tuesday,06:00:00,0.0,0.6,0.0,Mist,Clear,low
Tuesday,07:00:00,0.0,0.6,0.0,Mist,Clear,low
Tuesday,08:00:00,0.0,1.3,0.6,"Mist, Smoke Or Haze",Clear,medium
Tuesday,09:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,medium
Tuesday,10:00:00,0.0,1.9,50.0,Smoke Or Haze,Partially cloudy,medium
Tuesday,11:00:00,0.0,2.3,8.7,Smoke Or Haze,Clear,high
Tuesday,12:00:00,0.0,2.5,27.5,Smoke Or Haze,Partially cloudy,medium
Tuesday,13:00:00,0.0,2.5,27.5,Smoke Or Haze,Partially cloudy,low
Tuesday,14:00:00,0.0,2.3,29.6,Smoke Or Haze,Partially cloudy,low
Tuesday,15:00:00,0.0,2.5,27.5,Smoke Or Haze,Partially cloudy,medium
Tuesday,16:00:00,0.0,2.5,27.5,Smoke Or Haze,Partially cloudy,high
Tuesday,17:00:00,0.0,2.5,36.5,Smoke Or Haze,Partially cloudy,low
Tuesday,18:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,low
Tuesday,19:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,high
Tuesday,20:00:00,0.0,2.3,29.4,Smoke Or Haze,Partially cloudy,low
Tuesday,21:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,high
Tuesday,22:00:00,0.0,1.9,37.3,Smoke Or Haze,Partially cloudy,low
Tuesday,23:00:00,0.0,2.3,53.1,Smoke Or Haze,Partially cloudy,medium
Wednesday,00:00:00,0.0,1.9,37.3,Smoke Or Haze,Partially cloudy,medium
Wednesday,01:00:00,0.0,1.9,37.3,Smoke Or Haze,Partially cloudy,low
Wednesday,02:00:00,0.0,2.3,11.5,Smoke Or Haze,Clear,low
Wednesday,03:00:00,0.0,1.2,37.3,Smoke Or Haze,Partially cloudy,high
Wednesday,04:00:00,0.0,1.2,27.5,Smoke Or Haze,Partially cloudy,high
Wednesday,05:00:00,0.0,2.1,29.1,"Mist, Smoke Or Haze",Partially cloudy,medium
Wednesday,06:00:00,0.0,1.2,0.0,Mist,Clear,low
Wednesday,07:00:00,0.0,1.2,0.0,Mist,Clear,medium
Wednesday,08:00:00,0.0,2.2,0.0,Smoke Or Haze,Clear,low
Wednesday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Wednesday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Wednesday,11:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Wednesday,12:00:00,0.0,2.5,27.5,Smoke Or Haze,Partially cloudy,low
Wednesday,13:00:00,0.0,2.5,50.0,Smoke Or Haze,Partially cloudy,medium
Wednesday,14:00:00,0.0,2.5,35.3,Smoke Or Haze,Partially cloudy,medium
Wednesday,15:00:00,0.0,2.5,27.5,Smoke Or Haze,Partially cloudy,medium
Wednesday,16:00:00,0.0,2.5,27.5,Smoke Or Haze,Partially cloudy,medium
Wednesday,17:00:00,0.0,2.3,8.2,Smoke Or Haze,Clear,medium
Wednesday,18:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,high
Wednesday,19:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,medium
Wednesday,20:00:00,0.0,2.3,70.5,Smoke Or Haze,Partially cloudy,medium
Wednesday,21:00:00,0.0,1.9,37.3,Smoke Or Haze,Partially cloudy,high
Wednesday,22:00:00,0.0,1.9,69.7,Smoke Or Haze,Partially cloudy,medium
Wednesday,23:00:00,0.0,2.3,55.8,Smoke Or Haze,Partially cloudy,high
Thursday,00:00:00,0.0,1.2,37.3,Smoke Or Haze,Partially cloudy,medium
Thursday,01:00:00,0.0,1.2,37.3,Mist,Partially cloudy,high
Thursday,02:00:00,0.0,2.1,66.8,"Mist, Smoke Or Haze",Partially cloudy,low
Thursday,03:00:00,0.0,1.2,37.3,Mist,Partially cloudy,medium
Thursday,04:00:00,0.0,1.2,37.3,Mist,Partially cloudy,high
Thursday,05:00:00,0.0,2.3,66.8,"Mist, Smoke Or Haze",Partially cloudy,low
Thursday,06:00:00,0.0,1.9,37.3,Mist,Partially cloudy,medium
Thursday,07:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,medium
Thursday,08:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Thursday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Thursday,10:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Thursday,11:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Thursday,12:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Thursday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Thursday,14:00:00,0.0,2.5,40.5,Smoke Or Haze,Partially cloudy,medium
Thursday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Thursday,16:00:00,0.0,2.5,27.5,Smoke Or Haze,Partially cloudy,medium
Thursday,17:00:00,0.0,2.3,0.4,Smoke Or Haze,Clear,medium
Thursday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Thursday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Thursday,20:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,high
Thursday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Thursday,22:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Thursday,23:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,high
Friday,00:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Friday,01:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Friday,02:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,high
Friday,03:00:00,0.0,1.2,0.0,Mist,Clear,medium
Friday,04:00:00,0.0,1.2,0.0,Mist,Clear,high
Friday,05:00:00,0.0,2.1,0.0,"Mist, Smoke Or Haze",Clear,high
Friday,06:00:00,0.0,1.2,0.0,Mist,Clear,low
Friday,07:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,high
Friday,08:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Friday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Friday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Friday,11:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,12:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Friday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Friday,14:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,17:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Friday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Friday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Friday,20:00:00,0.0,2.2,0.0,Smoke Or Haze,Clear,medium
Friday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Friday,22:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Friday,23:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,medium
Saturday,00:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,01:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,02:00:00,0.0,2.2,0.0,Smoke Or Haze,Clear,high
Saturday,03:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Saturday,04:00:00,0.0,1.9,0.0,Mist,Clear,high
Saturday,05:00:00,0.0,2.3,0.0,"Mist, Smoke Or Haze",Clear,low
Saturday,06:00:00,0.0,1.2,0.0,Mist,Clear,medium
Saturday,07:00:00,0.0,1.2,27.5,Mist,Partially cloudy,high
Saturday,08:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,medium
Saturday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,10:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Saturday,11:00:00,0.0,2.7,0.0,Smoke Or Haze,Clear,medium
Saturday,12:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,high
Saturday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Saturday,14:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Saturday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Saturday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Saturday,17:00:00,0.0,2.2,13.2,Smoke Or Haze,Clear,low
Saturday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Saturday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,20:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Saturday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,22:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,23:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Sunday,00:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Sunday,01:00:00,0.0,1.9,0.0,Mist,Clear,high
Sunday,02:00:00,0.0,2.2,0.0,Smoke Or Haze,Clear,high
Sunday,03:00:00,0.0,1.9,0.0,Mist,Clear,medium
Sunday,04:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,05:00:00,0.0,2.1,0.0,Smoke Or Haze,Clear,medium
Sunday,06:00:00,0.0,1.2,0.0,Mist,Clear,high
Sunday,07:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,08:00:00,0.0,2.2,5.3,Smoke Or Haze,Clear,low
Sunday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Sunday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Sunday,11:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Sunday,12:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Sunday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Sunday,14:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Sunday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Sunday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Sunday,17:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,medium
Sunday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Sunday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Sunday,20:00:00,0.0,2.2,0.0,Smoke Or Haze,Clear,low
Sunday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Sunday,22:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,23:00:00,0.0,2.1,0.0,Smoke Or Haze,Clear,low
